FileName,Label,FileContent
AbortConnectorCreationStrokeHandler.java,eclipse-ui,"['org', 'eclips', 'gef', 'mvc', 'fx', 'behavior', 'abstract', 'behavior', 'org', 'eclips', 'gef', 'mvc', 'fx', 'handler', 'ion', 'stroke', 'handler', 'javafx', 'scene', 'input', 'key', 'code', 'javafx', 'scene', 'input', 'key', 'event', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'model', 'item', 'creation', 'model', 'se', 'kau', 'cs', 'jittac', 'eclipse', 'ui', 'policies']"
AbstractArchitectureElement.java,architecture-model,"['util', 'uuid', 'se', 'kau', 'cs', 'jittac', 'model', 'am']"
AbstractArchitectureMappingChangeListener.java,resource-mapping,"['se', 'kau', 'cs', 'jittac', 'model', 'mapping', 'events']"
AbstractArchitectureModelChangeListener.java,architecture-model,"['se', 'kau', 'cs', 'jittac', 'model', 'am', 'events']"
AbstractBuildEventListener.java,impl-model,"['se', 'kau', 'cs', 'jittac', 'model', 'im', 'events']"
AbstractJittacProject.java,resource-mapping,"['se', 'kau', 'cs', 'jittac', 'model', 'mapping']"
AbstractJittacResource.java,resource-mapping,"['se', 'kau', 'cs', 'jittac', 'model', 'mapping']"
AbstractMappableElement.java,resource-mapping,"['se', 'kau', 'cs', 'jittac', 'model', 'mapping']"
Activator.java,eclipse-main,"['org', 'eclips', 'jdt', 'core', 'java', 'core', 'is', 'java', 'like', 'file', 'name', 'net', 'url', 'util', 'hash', 'map', 'util', 'map', 'org', 'eclips', 'core', 'resourc', 'iproject', 'org', 'eclips', 'core', 'resourc', 'iresourc', 'org', 'eclips', 'ui', 'plugin', 'abstract', 'uiplugin', 'org', 'osgi', 'framework', 'bundl', 'context', 'com', 'googl', 'common', 'base', 'predic', 'se', 'kau', 'cs', 'jittac', 'eclips', 'builder', 'jdt', 'jdtimplement', 'model', 'factori', 'se', 'kau', 'cs', 'jittac', 'model', 'im', 'implement', 'model', 'factori', 'registri', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'jittac', 'resourc', 'model', 'registri', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'eclips', 'eclips', 'jittac', 'resourc', 'factori', 'se', 'kau', 'cs', 'jittac', 'eclipse']"
ArchitectureMapping.java,resource-mapping,"['util', 'array', 'list', 'util', 'hash', 'set', 'util', 'list', 'util', 'map', 'util', 'set', 'org', 'apach', 'common', 'collect', 'map', 'hash', 'map', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'architectur', 'model', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'compon', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'abstract', 'architectur', 'model', 'chang', 'listen', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'compon', 'remov', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'event', 'architectur', 'map', 'chang', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'event', 'iarchitectur', 'map', 'chang', 'listen', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'event', 'manag', 'project', 'ad', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'event', 'manag', 'project', 'remov', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'event', 'map', 'addit', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'event', 'map', 'remov', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'mapping']"
ArchitectureMappingChangeEvent.java,resource-mapping,"['se', 'kau', 'cs', 'jittac', 'model', 'map', 'architectur', 'map', 'se', 'kau', 'cs', 'jittac', 'model', 'mapping', 'events']"
ArchitectureModel.java,architecture-model,"['util', 'array', 'list', 'util', 'hash', 'set', 'util', 'list', 'util', 'map', 'util', 'set', 'util', 'uuid', 'org', 'apach', 'common', 'collect', 'map', 'hash', 'map', 'com', 'sun', 'xml', 'intern', 'ws', 'polici', 'privateutil', 'polici', 'util', 'collect', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'architectur', 'model', 'chang', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'compon', 'addit', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'compon', 'name', 'chang', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'compon', 'remov', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'connector', 'addit', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'connector', 'refer', 'ad', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'connector', 'refer', 'remov', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'connector', 'remov', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'connector', 'state', 'chang', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'iarchitectur', 'model', 'chang', 'listen', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'iarchitectur', 'model', 'visitor', 'se', 'kau', 'cs', 'jittac', 'model', 'im', 'iimplement', 'model', 'se', 'kau', 'cs', 'jittac', 'model', 'im', 'iimplement', 'model', 'element', 'se', 'kau', 'cs', 'jittac', 'model', 'im', 'ixrefer', 'se', 'kau', 'cs', 'jittac', 'model', 'im', 'implement', 'model', 'partit', 'se', 'kau', 'cs', 'jittac', 'model', 'im', 'event', 'iimplement', 'chang', 'listen', 'se', 'kau', 'cs', 'jittac', 'model', 'im', 'event', 'xrefer', 'chang', 'delta', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'architectur', 'map', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'ijittac', 'project', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'imapp', 'element', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'event', 'abstract', 'architectur', 'map', 'chang', 'listen', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'event', 'manag', 'project', 'ad', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'event', 'manag', 'project', 'remov', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'event', 'map', 'addit', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'event', 'map', 'remov', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'am']"
ArchitectureModelAnchorProvider.java,eclipse-ui,"['org', 'eclips', 'gef', 'common', 'adapt', 'iadapt', 'org', 'eclips', 'gef', 'fx', 'anchor', 'dynam', 'anchor', 'org', 'eclips', 'gef', 'fx', 'anchor', 'dynam', 'anchor', 'anchorag', 'refer', 'geometri', 'org', 'eclips', 'gef', 'fx', 'anchor', 'ianchor', 'org', 'eclips', 'gef', 'geometri', 'planar', 'igeometri', 'org', 'eclips', 'gef', 'mvc', 'fx', 'part', 'ivisu', 'part', 'com', 'googl', 'common', 'reflect', 'type', 'token', 'com', 'googl', 'inject', 'provid', 'javafx', 'bean', 'bind', 'object', 'bind', 'javafx', 'bean', 'properti', 'read', 'onli', 'object', 'properti', 'javafx', 'scene', 'node', 'se', 'kau', 'cs', 'jittac', 'eclipse', 'ui', 'parts']"
ArchitectureModelChangeEvent.java,architecture-model,"['se', 'kau', 'cs', 'jittac', 'model', 'am', 'architectur', 'model', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'events']"
ArchitectureModelEditor.java,eclipse-ui,"['io', 'byte', 'array', 'input', 'stream', 'io', 'byte', 'array', 'output', 'stream', 'io', 'file', 'io', 'ioexcept', 'org', 'eclips', 'core', 'resourc', 'ifil', 'org', 'eclips', 'core', 'runtim', 'core', 'except', 'org', 'eclips', 'core', 'runtim', 'iprogress', 'monitor', 'org', 'eclips', 'gef', 'mvc', 'fx', 'ui', 'mvc', 'fx', 'ui', 'modul', 'org', 'eclips', 'gef', 'mvc', 'fx', 'ui', 'part', 'abstract', 'fxeditor', 'org', 'eclips', 'gef', 'mvc', 'fx', 'viewer', 'iview', 'org', 'eclips', 'ui', 'ieditor', 'input', 'org', 'eclips', 'ui', 'ifil', 'editor', 'input', 'org', 'eclips', 'ui', 'ieditor', 'site', 'org', 'eclips', 'ui', 'part', 'init', 'except', 'com', 'googl', 'inject', 'guic', 'com', 'googl', 'inject', 'util', 'modul', 'javafx', 'scene', 'node', 'javafx', 'scene', 'scene', 'javafx', 'scene', 'control', 'button', 'javafx', 'scene', 'control', 'toggl', 'javafx', 'scene', 'control', 'toggl', 'button', 'javafx', 'scene', 'control', 'toggl', 'group', 'javafx', 'scene', 'layout', 'border', 'pane', 'javafx', 'scene', 'layout', 'vbox', 'javafx', 'stage', 'file', 'chooser', 'javafx', 'event', 'action', 'event', 'javafx', 'event', 'event', 'handler', 'se', 'kau', 'cs', 'jittac', 'eclips', 'model', 'manag', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'architectur', 'model', 'modul', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'model', 'item', 'creation', 'model', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'view', 'browser', 'view', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'view', 'featur', 'locat', 'tabl', 'view', 'se', 'kau', 'cs', 'jittac', 'eclips', 'util', 'featur', 'locat', 'csv', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'architectur', 'model', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'compon', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'io', 'architectur', 'model', 'writer', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'test', 'consol', 'architectur', 'model', 'listen', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'jittac', 'resourc', 'model', 'registri', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'event', 'abstract', 'architectur', 'map', 'chang', 'listen', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'event', 'iarchitectur', 'map', 'chang', 'listen', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'event', 'map', 'addit', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'event', 'map', 'remov', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'test', 'test', 'resourc', 'factori', 'se', 'kau', 'cs', 'jittac', 'eclipse', 'ui', 'editors']"
ArchitectureModelModule.java,eclipse-ui,"['com', 'googl', 'inject', 'multibind', 'map', 'binder', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'model', 'item', 'creation', 'model', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'part', 'architectur', 'model', 'anchor', 'provid', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'part', 'architectur', 'model', 'part', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'part', 'architectur', 'model', 'part', 'factori', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'part', 'compon', 'part', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'part', 'connector', 'geometr', 'outlin', 'provid', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'part', 'connector', 'part', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'part', 'connector', 'select', 'feedback', 'part', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'part', 'creat', 'connector', 'feedback', 'part', 'behavior', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'part', 'creat', 'connector', 'feedback', 'part', 'factori', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'part', 'select', 'color', 'provid', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'polici', 'abort', 'connector', 'creation', 'stroke', 'handler', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'polici', 'compon', 'on', 'drag', 'handler', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'polici', 'creat', 'compon', 'on', 'click', 'handler', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'polici', 'creat', 'connector', 'on', 'click', 'handler', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'polici', 'show', 'architectur', 'element', 'context', 'menu', 'on', 'click', 'handler', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'polici', 'show', 'architectur', 'model', 'context', 'menu', 'on', 'click', 'handler', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'polici', 'test', 'on', 'drag', 'handler', 'org', 'eclips', 'gef', 'common', 'adapt', 'adapt', 'key', 'org', 'eclips', 'gef', 'common', 'adapt', 'inject', 'adapt', 'map', 'org', 'eclips', 'gef', 'mvc', 'fx', 'mvc', 'fx', 'modul', 'org', 'eclips', 'gef', 'mvc', 'fx', 'handler', 'focu', 'and', 'select', 'on', 'click', 'handler', 'org', 'eclips', 'gef', 'mvc', 'fx', 'handler', 'translat', 'select', 'on', 'drag', 'handler', 'org', 'eclips', 'gef', 'mvc', 'fx', 'part', 'default', 'hover', 'feedback', 'part', 'factori', 'org', 'eclips', 'gef', 'mvc', 'fx', 'part', 'default', 'select', 'feedback', 'part', 'factori', 'org', 'eclips', 'gef', 'mvc', 'fx', 'part', 'select', 'feedback', 'part', 'org', 'eclips', 'gef', 'mvc', 'fx', 'polici', 'transform', 'polici', 'org', 'eclips', 'gef', 'mvc', 'fx', 'provid', 'shape', 'outlin', 'provid', 'se', 'kau', 'cs', 'jittac', 'eclipse', 'ui']"
ArchitectureModelModuleUI.java,eclipse-ui,"['org', 'eclips', 'gef', 'mvc', 'fx', 'ui', 'mvc', 'fx', 'ui', 'modul', 'se', 'kau', 'cs', 'jittac', 'eclipse', 'ui']"
ArchitectureModelOutlineAdapterFactory.java,eclipse-ui,"['org', 'eclips', 'core', 'runtim', 'iadapt', 'factori', 'org', 'eclips', 'ui', 'view', 'contentoutlin', 'icont', 'outlin', 'page', 'se', 'kau', 'cs', 'jittac', 'eclipse', 'ui', 'editors']"
ArchitectureModelOutlinePage.java,eclipse-ui,"['org', 'eclips', 'core', 'resourc', 'iproject', 'org', 'eclips', 'core', 'resourc', 'iresourc', 'org', 'eclips', 'jface', 'viewer', 'ilabel', 'provid', 'org', 'eclips', 'jface', 'viewer', 'ilabel', 'provid', 'listen', 'org', 'eclips', 'jface', 'viewer', 'itre', 'content', 'provid', 'org', 'eclips', 'jface', 'viewer', 'tree', 'viewer', 'org', 'eclips', 'swt', 'swt', 'org', 'eclips', 'swt', 'dnd', 'dnd', 'org', 'eclips', 'swt', 'dnd', 'drop', 'target', 'adapt', 'org', 'eclips', 'swt', 'dnd', 'drop', 'target', 'event', 'org', 'eclips', 'swt', 'dnd', 'transfer', 'org', 'eclips', 'swt', 'event', 'key', 'event', 'org', 'eclips', 'swt', 'event', 'key', 'listen', 'org', 'eclips', 'swt', 'graphic', 'imag', 'org', 'eclips', 'swt', 'widget', 'composit', 'org', 'eclips', 'swt', 'widget', 'tree', 'item', 'org', 'eclips', 'ui', 'iview', 'part', 'org', 'eclips', 'ui', 'part', 'init', 'except', 'org', 'eclips', 'ui', 'platform', 'ui', 'org', 'eclips', 'ui', 'part', 'resourc', 'transfer', 'org', 'eclips', 'ui', 'view', 'contentoutlin', 'content', 'outlin', 'page', 'org', 'eclips', 'ui', 'navig', 'resourc', 'project', 'explor', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'architectur', 'model', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'compon', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'abstract', 'architectur', 'model', 'chang', 'listen', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'compon', 'addit', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'compon', 'name', 'chang', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'compon', 'remov', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'iarchitectur', 'model', 'chang', 'listen', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'imapp', 'element', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'eclips', 'eclips', 'jittac', 'project', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'eclips', 'eclips', 'jittac', 'resourc', 'se', 'kau', 'cs', 'jittac', 'eclipse', 'ui', 'editors']"
ArchitectureModelPart.java,eclipse-ui,"['util', 'list', 'org', 'eclips', 'gef', 'mvc', 'fx', 'part', 'abstract', 'content', 'part', 'org', 'eclips', 'gef', 'mvc', 'fx', 'part', 'ivisu', 'part', 'com', 'googl', 'common', 'collect', 'hash', 'multimap', 'com', 'googl', 'common', 'collect', 'list', 'com', 'googl', 'common', 'collect', 'set', 'multimap', 'javafx', 'applic', 'platform', 'javafx', 'scene', 'group', 'se', 'kau', 'cs', 'jittac', 'eclips', 'ui', 'part', 'connector', 'part', 'connector', 'part', 'model', 'listen', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'abstract', 'architectur', 'element', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'architectur', 'model', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'compon', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'connector', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'abstract', 'architectur', 'model', 'chang', 'listen', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'connector', 'addit', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'connector', 'refer', 'ad', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'connector', 'refer', 'remov', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'connector', 'remov', 'event', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'event', 'connector', 'state', 'chang', 'event', 'javafx', 'scene', 'group', 'javafx', 'scene', 'node', 'se', 'kau', 'cs', 'jittac', 'eclipse', 'ui', 'parts']"
ArchitectureModelPartsFactory.java,eclipse-ui,"['util', 'map', 'org', 'eclips', 'gef', 'mvc', 'fx', 'part', 'icont', 'part', 'org', 'eclips', 'gef', 'mvc', 'fx', 'part', 'icont', 'part', 'factori', 'com', 'googl', 'inject', 'inject', 'com', 'googl', 'inject', 'injector', 'javafx', 'scene', 'node', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'architectur', 'model', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'compon', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'connector', 'se', 'kau', 'cs', 'jittac', 'eclipse', 'ui', 'parts']"
ArchitectureModelPropertyPage.java,eclipse-ui,"['com', 'googl', 'common', 'collect', 'set', 'new', 'hash', 'set', 'util', 'array', 'list', 'util', 'hash', 'set', 'util', 'set', 'org', 'eclips', 'core', 'resourc', 'ifil', 'org', 'eclips', 'core', 'resourc', 'imark', 'org', 'eclips', 'core', 'resourc', 'iproject', 'org', 'eclips', 'core', 'resourc', 'resourc', 'plugin', 'org', 'eclips', 'jface', 'dialog', 'dialog', 'org', 'eclips', 'jface', 'prefer', 'prefer', 'page', 'org', 'eclips', 'jface', 'viewer', 'array', 'content', 'provid', 'org', 'eclips', 'jface', 'viewer', 'checkbox', 'tabl', 'viewer', 'org', 'eclips', 'jface', 'viewer', 'label', 'provid', 'org', 'eclips', 'swt', 'swt', 'org', 'eclips', 'swt', 'graphic', 'imag', 'org', 'eclips', 'swt', 'layout', 'grid', 'data', 'org', 'eclips', 'swt', 'layout', 'grid', 'layout', 'org', 'eclips', 'swt', 'widget', 'combo', 'org', 'eclips', 'swt', 'widget', 'composit', 'org', 'eclips', 'swt', 'widget', 'control', 'org', 'eclips', 'swt', 'widget', 'label', 'org', 'eclips', 'ui', 'platform', 'ui', 'org', 'eclips', 'ui', 'dialog', 'properti', 'page', 'org', 'eclips', 'ui', 'ide', 'ide', 'se', 'kau', 'cs', 'jittac', 'eclips', 'model', 'manag', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'architectur', 'model', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'ijittac', 'project', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'eclips', 'eclips', 'jittac', 'project', 'se', 'kau', 'cs', 'jittac', 'eclipse', 'ui']"
ArchitectureModelReader.java,architecture-model,"['io', 'ioexcept', 'io', 'input', 'stream', 'nio', 'file', 'path', 'util', 'uuid', 'org', 'xml', 'sax', 'attribut', 'org', 'xml', 'sax', 'input', 'sourc', 'org', 'xml', 'sax', 'saxexcept', 'org', 'xml', 'sax', 'xmlreader', 'org', 'xml', 'sax', 'helper', 'default', 'handler', 'org', 'xml', 'sax', 'helper', 'xmlreader', 'factori', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'architectur', 'model', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'compon', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'connector', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'ijittac', 'project', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'ijittac', 'resourc', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'ijittac', 'resourc', 'factori', 'se', 'kau', 'cs', 'jittac', 'model', 'map', 'jittac', 'resourc', 'model', 'registri', 'se', 'kau', 'cs', 'jittac', 'model', 'am', 'io']"
